id,cal_age,cal_sigma,rad_res,rad_res_sd,mid1,mid2,wmn,med,mode,mid1_resage,mid2_resage,wmn_resage,med_resage,mode_resage
H82-2,11523,31,10455,20,10035.0,10021.0,10001.0,10034.0,10035.0,420.0,430.0,460.0,419.0,421.0
H82-2-2,11523,31,10465,20,10035.0,10021.0,10001.0,10034.0,10035.0,430.0,440.0,470.0,429.0,431.0
H82-4,11824,26,10740,20,10169.0,10170.0,10152.0,10171.0,10192.0,571.0,569.0,581.0,568.0,559.0
H82-6,12548,32,11050,20,10512.0,10545.0,10627.0,10500.0,10477.0,540.0,516.0,416.0,546.0,565.0
H82-8,12999,26,11655,20,11055.0,11112.0,11098.0,11053.0,11056.0,601.0,546.0,520.0,600.0,601.0
H82-10,13497,39,12220,20,11648.0,11656.0,11639.0,11646.0,11615.0,571.0,564.0,567.0,571.0,599.0
H82-10-2,13497,39,12215,20,11648.0,11656.0,11639.0,11646.0,11615.0,566.0,558.0,562.0,566.0,594.0
H82-core-5,10730,50,9955,25,9498.0,9452.0,9451.0,9492.0,9480.0,458.0,500.0,525.0,460.0,468.0
H82-core-5-2,10730,50,9970,20,9498.0,9452.0,9451.0,9492.0,9480.0,474.0,516.0,564.0,476.0,485.0
H82-core-7,10900,55,10050,20,9594.0,9580.0,9603.0,9597.0,9600.0,456.0,474.0,436.0,451.0,449.0
H82-core-14,11370,55,10340,25,9983.0,9829.0,9738.0,9974.0,9960.0,359.0,496.0,632.0,362.0,371.0
H82-core-19,11560,40,10385,25,10034.0,10045.0,10072.0,10031.0,10030.0,352.0,344.0,334.0,351.0,353.0
H82-core-19-2,11560,40,10425,20,10034.0,10045.0,10072.0,10031.0,10030.0,392.0,384.0,372.0,392.0,394.0
H82-core-21,11640,40,10475,25,10058.0,10092.0,10176.0,10061.0,10068.0,416.0,396.0,364.0,413.0,412.0
H82-core-25,11880,35,10635,25,10209.0,10192.0,10133.0,10209.0,10212.0,426.0,434.0,456.0,424.0,425.0
H82-core-30,12130,40,10765,25,10358.0,10326.0,10303.0,10356.0,10356.0,407.0,426.0,493.0,407.0,408.0
H82-core-35,12310,40,10825,25,10390.0,10436.0,10467.0,10387.0,10383.0,436.0,400.0,339.0,435.0,437.0
H82-core-42,12510,40,11040,25,10474.0,10556.0,10717.0,10503.0,10547.0,560.0,504.0,381.0,536.0,508.0
H82-core-42-2,12510,40,10970,35,10474.0,10556.0,10717.0,10503.0,10547.0,488.0,448.0,322.0,467.0,448.0
H82-core-44,12620,40,10980,25,10548.0,10658.0,10727.0,10565.0,10592.0,430.0,328.0,280.0,419.0,390.0
H82-core-53,12850,40,11370,25,10960.0,10836.0,10855.0,10961.0,10975.0,412.0,530.0,624.0,410.0,401.0
H82-core-53-2,12850,40,11420,20,10960.0,10836.0,10855.0,10961.0,10975.0,462.0,584.0,645.0,459.0,448.0
H82-core-56,12930,40,11440,25,11016.0,10980.0,11019.0,11028.0,11039.0,420.0,464.0,464.0,412.0,406.0
H82-core-55,12950,40,11565,30,11028.0,11024.0,11054.0,11038.0,11042.0,532.0,545.0,538.0,527.0,525.0
H82-core-60,13000,40,11630,25,11054.0,11133.0,11043.0,11052.0,11052.0,576.0,494.0,487.0,575.0,577.0
H82-core-60-2,13000,40,11590,25,11054.0,11133.0,11043.0,11052.0,11052.0,536.0,454.0,447.0,535.0,537.0
H82-core-65,13210,35,11775,25,11324.0,11308.0,11355.0,11344.0,11348.0,445.0,473.0,449.0,430.0,426.0
H82-core-70,13300,35,11845,30,11432.0,11422.0,11449.0,11410.0,11386.0,416.0,425.0,421.0,428.0,452.0
H82-core-75,13450,40,12160,30,11597.0,11624.0,11634.0,11567.0,11544.0,569.0,540.0,516.0,588.0,605.0
H82-core-80,13540,45,12200,30,11703.0,11681.0,11738.0,11700.0,11715.0,501.0,522.0,531.0,499.0,494.0
H82-core-85,13660,45,12290,30,11804.0,11800.0,11774.0,11823.0,11826.0,479.0,488.0,508.0,467.0,463.0
H82-core-90,13730,45,12315,30,11850.0,11864.0,11812.0,11838.0,11829.0,446.0,448.0,460.0,472.0,483.0
H82-core-95,13890,50,12475,30,12034.0,12010.0,12005.0,12034.0,12037.0,442.0,468.0,471.0,440.0,439.0
H82-core-95-2,13890,50,12485,30,12034.0,12010.0,12005.0,12034.0,12037.0,452.0,478.0,481.0,450.0,449.0
H82-A1,10674,90,9840,25,9454.0,9343.0,9393.0,9438.0,9424.0,387.0,499.0,460.0,398.0,414.0
H82-A2,10764,48,9960,25,9524.0,9470.0,9415.0,9533.0,9556.0,434.0,479.0,565.0,426.0,413.0
H82-A3,10938,28,10035,25,9592.0,9593.0,9596.0,9600.0,9605.0,440.0,445.0,435.0,434.0,431.0
H82-A4,11141,26,10125,30,9668.0,9721.0,9763.0,9660.0,9660.0,460.0,416.0,364.0,462.0,465.0
H82-A5,11298,22,10500,30,9932.0,9876.0,9839.0,9933.0,9933.0,568.0,612.0,665.0,566.0,566.0
H82-A5-2,11298,22,10490,20,9932.0,9876.0,9839.0,9933.0,9933.0,557.0,608.0,675.0,556.0,555.0
H82-A6,11451,23,10420,30,10020.0,10001.0,10006.0,10018.0,10016.0,400.0,415.0,451.0,400.0,401.0
H82-A7,11548,22,10435,25,10032.0,10031.0,10035.0,10031.0,10032.0,402.0,403.0,405.0,401.0,403.0
H82-A8,11664,22,10545,30,10072.0,10071.0,10099.0,10072.0,10070.0,472.0,479.0,474.0,471.0,472.0
H82-A8-2,11664,22,10555,20,10072.0,10071.0,10099.0,10072.0,10070.0,482.0,488.0,464.0,481.0,482.0
H82-A9,11766,22,10585,30,10129.0,10144.0,10142.0,10129.0,10132.0,456.0,444.0,415.0,454.0,455.0
H82-A10,11845,23,10640,30,10186.0,10182.0,10198.0,10195.0,10200.0,450.0,462.0,452.0,445.0,442.0
H82-A11,11921,22,10755,25,10235.0,10224.0,10185.0,10222.0,10214.0,524.0,518.0,526.0,528.0,535.0
H82-A12,12020,22,10780,30,10314.0,10288.0,10302.0,10314.0,10316.0,466.0,486.0,522.0,465.0,465.0
H82-A13,12126,23,10865,30,10357.0,10366.0,10390.0,10357.0,10359.0,508.0,504.0,479.0,507.0,507.0
H82-A13-2,12126,23,10860,20,10357.0,10366.0,10390.0,10357.0,10359.0,502.0,497.0,491.0,502.0,502.0
H82-A14,12213,23,10830,30,10391.0,10390.0,10392.0,10391.0,10393.0,438.0,440.0,460.0,437.0,438.0
H82-A15,12319,21,10815,35,10390.0,10402.0,10432.0,10387.0,10377.0,426.0,421.0,397.0,425.0,427.0
H82-A16,12430,17,10885,30,10364.0,10436.0,10477.0,10361.0,10362.0,522.0,462.0,425.0,522.0,524.0
H82-A16-2,12430,17,10900,20,10364.0,10436.0,10477.0,10361.0,10362.0,537.0,470.0,420.0,537.0,539.0
H82-A17,12558,18,11105,35,10497.0,10514.0,10499.0,10482.0,10475.0,614.0,587.0,555.0,618.0,623.0
H82-A17-2,12558,18,11165,20,10497.0,10514.0,10499.0,10482.0,10475.0,672.0,648.0,669.0,679.0,687.0
H82-A18,12661,21,11085,25,10610.0,10697.0,10798.0,10598.0,10591.0,480.0,402.0,334.0,483.0,488.0
H82-A18-2,12661,21,11140,30,10610.0,10697.0,10798.0,10598.0,10591.0,536.0,460.0,425.0,538.0,542.0
H82-A19,12723,21,11240,30,10746.0,10750.0,10718.0,10710.0,10680.0,500.0,482.0,504.0,524.0,555.0
H82-A19-2,12723,21,11205,20,10746.0,10750.0,10718.0,10710.0,10680.0,463.0,452.0,494.0,491.0,525.0
H82-A20,12760,22,11390,30,10826.0,10799.0,10798.0,10870.0,10910.0,557.0,594.0,608.0,525.0,491.0
H82-A20-2,12760,22,11335,20,10826.0,10799.0,10798.0,10870.0,10910.0,505.0,538.0,543.0,467.0,431.0
H82-A21,12840,23,11465,30,10949.0,10878.0,10840.0,10953.0,10975.0,515.0,577.0,628.0,512.0,508.0
H82-A22,12930,20,11495,30,11030.0,11008.0,10990.0,11032.0,11035.0,464.0,480.0,478.0,462.0,461.0
H82-A23,12986,20,11545,30,11050.0,11092.0,11157.0,11050.0,11051.0,494.0,472.0,395.0,493.0,494.0
H82-A24,13033,23,11670,30,11061.0,11148.0,11214.0,11059.0,11061.0,609.0,538.0,482.0,609.0,610.0
H82-A25,13100,23,11745,30,11162.0,11207.0,11297.0,11185.0,11220.0,580.0,550.0,502.0,564.0,527.0
H82-A26,13174,20,11740,20,11297.0,11252.0,11207.0,11306.0,11341.0,442.0,484.0,527.0,433.0,406.0
H82-A26-2,13174,20,11745,20,11297.0,11252.0,11207.0,11306.0,11341.0,446.0,488.0,532.0,438.0,411.0
H82-A27,13277,21,11880,20,11390.0,11414.0,11408.0,11385.0,11383.0,490.0,464.0,474.0,493.0,496.0
H82-A28,13374,22,12000,20,11514.0,11515.0,11619.0,11514.0,11515.0,486.0,496.0,410.0,484.0,485.0
H82-A29,13436,24,12030,20,11556.0,11599.0,11582.0,11548.0,11544.0,476.0,428.0,459.0,479.0,484.0
H82-A29-2,13436,24,11990,20,11556.0,11599.0,11582.0,11548.0,11544.0,436.0,388.0,419.0,439.0,444.0
H82-A30,13508,26,12125,25,11674.0,11688.0,11734.0,11676.0,11722.0,452.0,442.0,410.0,447.0,425.0
H82-A31,13541,25,12190,20,11704.0,11716.0,11703.0,11708.0,11726.0,486.0,473.0,464.0,481.0,474.0
H82-A32,13609,26,12235,25,11770.0,11770.0,11740.0,11794.0,11817.0,462.0,466.0,459.0,442.0,420.0
H82-A33,13705,29,12295,25,11826.0,11844.0,11803.0,11826.0,11828.0,468.0,446.0,496.0,467.0,468.0
H82-A34,13770,32,12285,25,11910.0,11922.0,11872.0,11881.0,11883.0,378.0,362.0,349.0,401.0,414.0
H82-A35,13791,30,12390,25,11934.0,11938.0,11996.0,11929.0,11890.0,454.0,458.0,446.0,455.0,498.0
H82-A36,13800,23,12425,25,11954.0,11938.0,11965.0,11969.0,12010.0,470.0,491.0,455.0,457.0,419.0
